id,dep_delayed_15min
0,0.08647320083888747
1,0.09525869392358956
2,0.08997070150262809
3,0.2363368094662675
4,0.21528247543758486
5,0.11174024151056772
6,0.08838615807485323
7,0.2121594881616836
8,0.14586440275963886
9,0.2573042219937971
10,0.2939847285296078
11,0.24198317925012877
12,0.12481775315988017
13,0.26032310136000725
14,0.106241463057665
15,0.23212021319920217
16,0.10937706692520567
17,0.2851117034321762
18,0.338055346541726
19,0.07907019925627792
20,0.1511074384701004
21,0.08729272507032101
22,0.25965951211683397
23,0.1841022920225805
24,0.2980026990547112
25,0.27235264194752695
26,0.08386454462674997
27,0.09125723335249315
28,0.3544479164914819
29,0.20160513397633634
30,0.1519817779106189
31,0.23412931071514428
32,0.09109373189008348
33,0.2860291382518673
34,0.3062333062303097
35,0.2624628631956349
36,0.21505756122458544
37,0.194388225775316
38,0.1295110641296929
39,0.2517424274011099
40,0.16604978475796212
41,0.3056275733687721
42,0.2178740627058723
43,0.28490432787075726
44,0.17796306648197935
45,0.22921436998582134
46,0.0791481635405207
47,0.1273577247011997
48,0.30668941769743796
49,0.15252162792463814
50,0.3169997653027738
51,0.09325711581796665
52,0.16062678416101647
53,0.30327272187515886
54,0.3571348018801232
55,0.11271681791903755
56,0.19585113495695877
57,0.31257649205403504
58,0.11078649589237209
59,0.3440267550804185
60,0.12229987535281543
61,0.12434584867628191
62,0.18487015512109498
63,0.23853403186273217
64,0.19616661617515865
65,0.15708406580977916
66,0.08545705118821119
67,0.1496134747228648
68,0.13611150430624222
69,0.1618343652234276
70,0.08950673035321896
71,0.1934950683258686
72,0.25616531788839336
73,0.17705348051321868
74,0.4051263832474596
75,0.2935282069368335
76,0.11338876181419809
77,0.14810247881378533
78,0.10793317700642069
79,0.2373544447931913
80,0.20378047317307693
81,0.1979696568370405
82,0.10570495463201193
83,0.15016229733462497
84,0.13062360321852226
85,0.08710437543061966
86,0.11029077329683296
87,0.24233850187619352
88,0.17340420463422238
89,0.16701122622898856
90,0.20968384638192442
91,0.186709186974444
92,0.12843566865194456
93,0.14032416229368014
94,0.17627670582093452
95,0.15354930829960517
96,0.26385421035901646
97,0.05466736490551569
98,0.18594647640263684
99,0.2619623766831196
100,0.1625980226261932
101,0.2075588425631706
102,0.09834029777892508
103,0.23972275581161462
104,0.08051196807031734
105,0.11734432166727489
106,0.22038082969278722
107,0.0984827399661667
108,0.13113684409267137
109,0.257814342696637
110,0.2491826479290991
111,0.1938823804786366
112,0.36064776112309577
113,0.08590390490871452
114,0.09871516660452459
115,0.14933397498294723
116,0.14284190964031315
117,0.35374189098871744
118,0.10801948497023686
119,0.15860815292368668
120,0.3009005566101916
121,0.23691680106274055
122,0.29359158793047985
123,0.24166938341475525
124,0.24203681833599716
125,0.09659701209560541
126,0.11159602945143289
127,0.09063010050039896
128,0.1132302531694272
129,0.3839135896417195
130,0.35120984884800743
131,0.1490330313780166
132,0.09051824444087331
133,0.13381045076999581
134,0.0860390959918286
135,0.34598570195445727
136,0.33310244505220465
137,0.1849505746987408
138,0.08339406172833341
139,0.10701401398074478
140,0.2147576997023078
141,0.16460778759173636
142,0.21286099131235253
