id,dep_delayed_15min
0,0.04317061023712857
1,0.06301170005285966
2,0.03765082550718718
3,0.2797309918165815
4,0.2877499634568396
5,0.06750499609056253
6,0.07205680909767384
7,0.17172246350702702
8,0.11488450793746513
9,0.27703810939263307
10,0.29002485663698385
11,0.30622766198613105
12,0.09949113472275767
13,0.12692025540102894
14,0.0718443654295798
15,0.25094232877087636
16,0.07036689858523051
17,0.21682673187110077
18,0.454045659092012
19,0.027336299998974967
20,0.11905941439799474
21,0.04763582860885122
22,0.34689942323230755
23,0.12353136884429464
24,0.23965218659381918
25,0.33379547680720845
26,0.017523797058084396
27,0.04508714324737864
28,0.26793654632600666
29,0.12785500171769104
30,0.1577116926629284
31,0.3785927772853
32,0.02616321306715871
33,0.19952259336579253
34,0.4720171875741348
35,0.23610286539395609
36,0.12022639950989432
37,0.1716820845416682
38,0.07380163785519399
39,0.1233698394844162
40,0.11292819501358199
41,0.14586553868061647
42,0.13324270477461517
43,0.3273661177978779
44,0.11334851074926963
45,0.39315402521937937
46,0.014606791526715214
47,0.16918995012297333
48,0.7615411414279438
49,0.0832642937715798
50,0.4375715598282116
51,0.047483259606055206
52,0.12105297515442257
53,0.42155483618865325
54,0.18328513259593632
55,0.07655637994248025
56,0.22123199404831959
57,0.2639796117180415
58,0.06945494370628497
59,0.21607435441900363
60,0.1550548018814343
61,0.09868031821179656
62,0.17132297132610266
63,0.20825049473552662
64,0.17157808542002886
65,0.13714716114516912
66,0.030384172657002304
67,0.1664658199805703
68,0.0844212663194343
69,0.2596395336268549
70,0.013594540862599739
71,0.18576985549823652
72,0.3888328690738463
73,0.29701579239690706
74,0.6888358384704266
75,0.22181049040016526
76,0.07350605048553399
77,0.13726733727597554
78,0.0809857933979869
79,0.1356950809341516
80,0.10767107065639525
81,0.23557927810375057
82,0.07799283021341887
83,0.0986997175949292
84,0.10491534142402126
85,0.01940972146537003
86,0.08842079789424073
87,0.1696423103847032
88,0.16753591718523328
89,0.20835693686461085
90,0.2429085158418437
91,0.2425388528895849
92,0.122156473690273
93,0.13519753112852895
94,0.16490949312995878
95,0.11664901490453769
96,0.231907907470757
97,0.1083250170849903
98,0.1315753390400209
99,0.3517581688384173
100,0.10414324964267581
101,0.15777181583194247
102,0.09091183301615303
103,0.25825434667307684
104,0.017691300726596193
105,0.10340231360327513
106,0.2997295870676834
107,0.07161867316574137
108,0.14970600651561844
109,0.2095000364303999
110,0.16161223859987814
111,0.18180294461057292
112,0.7850733103263365
113,0.02676609931840581
114,0.05674644526973895
115,0.0991986933428851
116,0.08324865865282956
117,0.6658063477082218
118,0.05400687196861976
119,0.1706216540924119
120,0.31544710729641645
121,0.31266054816993455
122,0.15625941003643484
123,0.1997495833113562
124,0.23746003091136436
125,0.03561737342703958
126,0.05712674934500152
127,0.043872026934623824
128,0.05938675088411022
129,0.290487971428208
130,0.22494762341141308
131,0.1681892703717869
132,0.029608370372668728
133,0.17436195860055767
134,0.03743220436144856
135,0.13839436174235753
136,0.2611970593743931
137,0.1331991236493091
138,0.021548885835323793
139,0.048975256898332896
140,0.26905106659449635
141,0.22486673753020295
142,0.2681663596465331
143,0.2628456715244433
144,0.10556498131871528
145,0.12100399748388073
146,0.2942906046692213
147,0.20371337585915872
148,0.07995741574711214
149,0.38706986565601453
150,0.4409950059203129
151,0.09813441430561981
152,0.11076264664893726
153,0.11085219289180251
154,0.12287960666614701
155,0.12236213837548418
156,0.19165310770267577
157,0.19877659318320023
158,0.3565427800333121
159,0.024978525478983958
160,0.0859701676085012
161,0.4438610227524819
162,0.7267082208454795
163,0.12672191777707653
164,0.1732613269711779
165,0.08562670625516994
166,0.1691914618824095
167,0.056576502144504506
168,0.13333949399527123
169,0.208594518474384
170,0.22363123653261702
171,0.12856742020113912
172,0.12197615251305645
173,0.2393645273724315
174,0.2929907440165877
175,0.19779730318511024
176,0.13994047455939485
177,0.01033585712860023
178,0.2452222423065871
179,0.12014580639460572
180,0.029433534832282757
181,0.07936959237897474
182,0.17004548062101726
183,0.4612060214159459
184,0.2417750026282521
185,0.25958174164077263
186,0.23945376026949397
187,0.26891862591819754
188,0.20877657026305219
189,0.2720946852696089
190,0.27075044350343214
191,0.3502682260820344
192,0.18188928655785178
193,0.15849856603722906
194,0.24814392368830865
195,0.10482875029203347
196,0.10266502676717537
197,0.11769208244157438
198,0.3321766522261428
199,0.23723616079725712
200,0.2518467903938471
201,0.2694211635012356
202,0.2129092331816298
203,0.016896872169790595
204,0.03543944402621867
205,0.319022916621964
206,0.4335147255035752
207,0.036516461548590985
208,0.17580923942967017
209,0.12058682110120177
210,0.03899878817826763
211,0.06151817688456737
212,0.1712506828670782
213,0.22497272751066957
214,0.17682370302005895
215,0.1401287881401261
216,0.03727036191057034
217,0.1547774379768283
218,0.18606795767989776
219,0.1318391060555705
220,0.17750527602922606
221,0.35112703702014064
222,0.11326728050233371
223,0.09153793340077639
224,0.2592354065320499
225,0.09170203158172674
226,0.20533587029538244
227,0.33320957119351835
228,0.23320406969604093
229,0.4574237488993751
230,0.037574468029693796
231,0.14427091322650296
232,0.11043271664124629
233,0.23875741466935183
234,0.15825125562864434
235,0.11115367305900109
236,0.005251941510248804
237,0.17049458285749616
238,0.11268332280281161
239,0.09212050520445471
240,0.14636895778976963
241,0.2939397304428237
242,0.1399468319336083
243,0.026349656734997482
244,0.08639946656970314
245,0.1724431420864405
246,0.3529096717944071
247,0.30756337884079843
248,0.6948179228287616
249,0.31000814623598744
250,0.1746899202169317
251,0.05380474902187876
252,0.0688438411801652
253,0.11938573479499576
254,0.3981736847967026
255,0.09721846886682328
256,0.12388913586419294
257,0.026019848619344386
258,0.17701598387554232
259,0.022225500718272825
260,0.2748332415783733
261,0.07753340586198595
262,0.4205768424757836
263,0.12640994849148784
264,0.10527552243643135
265,0.1867012086279495
266,0.1933590030126852
267,0.09067426497026536
268,0.14720616691789085
269,0.23760880787233682
270,0.06470447516509965
271,0.14527334383966253
272,0.2485506329274982
273,0.020014982914549787
274,0.2788161634550511
275,0.09385871127273337
276,0.027845305858213258
277,0.239506851368051
278,0.09233731581662233
279,0.35199002765886755
280,0.13581123280655916
281,0.3578414101680302
282,0.14777155817493956
283,0.03389599938301948
284,0.2651299763096161
285,0.35384549413845684
286,0.10616259367465533
287,0.169062257369696
288,0.16080493065257268
289,0.04230602857282568
290,0.10842294171751926
291,0.17182618877675337
292,0.38111118638093516
293,0.21905537944782189
294,0.3173503353339404
295,0.03158874820596239
296,0.023207743704769208
297,0.19000356607455698
298,0.11757024969799529
299,0.08598573415075249
300,0.20835816282469352
301,0.2284929632060211
302,0.11892621585952066
303,0.25361204745845206
304,0.15734481140063225
305,0.2381379495642098
306,0.11642181684405076
307,0.07742764671536748
308,0.2839345696464219
309,0.1742685025723033
310,0.35016898647240835
311,0.19770981277881317
312,0.030105671299071678
313,0.2593851597202244
314,0.20198060838177911
315,0.1509902509418567
316,0.10954619565066738
317,0.10070648325686
318,0.3229236758257676
319,0.15861657531399892
320,0.1371067778661894
321,0.06135384364019739
322,0.10735513640218196
323,0.16091987149266151
324,0.1288468656958006
325,0.296139902339866
326,0.03916896448921463
327,0.21231657695813796
328,0.02786730334656954
329,0.2496963038681136
330,0.13318276429033848
331,0.3158557721193911
332,0.24388639875074872
333,0.09261519189299339
334,0.23442714020846006
335,0.1412493660479955
336,0.15132064662085465
337,0.07188174264779691
338,0.3769365966508476
339,0.0683392539884417
340,0.11288666160268446
341,0.4405588653565681
342,0.1001912568547495
343,0.15093603153161178
344,0.4668911099492156
345,0.7618528107956803
346,0.09644018649074758
347,0.26678432338688435
348,0.1267473108011555
349,0.15600616896838146
350,0.1496095812912872
351,0.09535492948890857
352,0.2919254533670951
353,0.3254746843744839
354,0.14326181433163349
355,0.18519745917946226
