id,dep_delayed_15min
0,0.10775943412334324
1,0.09185722867839262
2,0.10559480065174831
3,0.2448391528489559
4,0.25598537681015765
5,0.12991486917936385
6,0.08133892826506482
7,0.17474311927992398
8,0.17506310864932256
9,0.30481938270955083
10,0.24438782675468534
11,0.27075622959354034
12,0.13368121904113944
13,0.16973459159757032
14,0.09078460485278726
15,0.21333048985939518
16,0.13579763907320974
17,0.2447912783840695
18,0.47190047879766495
19,0.06637382401521479
20,0.28336917048419047
21,0.10680090415451837
22,0.3037160115782031
23,0.14823548396807523
24,0.27665130348579314
25,0.24331039121041664
26,0.06497965205215922
27,0.08679932741761245
28,0.32168947592202957
29,0.1704651673216651
30,0.18812489221214077
31,0.3422868672913413
32,0.10037826495913402
33,0.23281531357517687
34,0.41540528362662277
35,0.28581486325724353
36,0.20587186289568868
37,0.18068147476269564
38,0.11609640798492302
39,0.22600267816471606
40,0.16971796966546865
41,0.21085328083919416
42,0.19097543493067448
43,0.2415015859202574
44,0.16956172755951068
45,0.37871287050718705
46,0.05018053774574762
47,0.19006905792553383
48,0.4610863481856513
49,0.1413888235073197
50,0.3851377946537614
51,0.10194526394839407
52,0.19038592126345177
53,0.4066346662991922
54,0.27667451623195183
55,0.10651534160981589
56,0.2389712451810843
57,0.3168108970819875
58,0.1093935117098736
59,0.29978808135043866
60,0.20259359489544945
61,0.12459817563056814
62,0.20021214520016128
63,0.27631700939934845
64,0.20078988375294457
65,0.19029721767296487
66,0.08081005024505204
67,0.1574138648573952
68,0.16465720104474954
69,0.2296074294975589
70,0.08043629063485411
71,0.25397240463143933
72,0.34449522575110647
73,0.27208799724895283
74,0.5102696822739586
75,0.3133373177096193
76,0.12792793484047293
77,0.1649108965884557
78,0.10600878666487744
79,0.14890189117602393
80,0.19595709180588775
81,0.21313266106007192
82,0.1241194737711708
83,0.18686886981022607
84,0.13501250073759946
85,0.061768253881114885
86,0.14272677446841467
87,0.2039031042994673
88,0.3365315884061423
89,0.27402518297511624
90,0.20441879772917756
91,0.2897889477393592
92,0.23172347741467936
93,0.14545059327557092
94,0.1975400783067208
95,0.18013050347794055
96,0.2653712931520417
97,0.16664648029331922
98,0.19034961605346812
99,0.28674262671486944
100,0.16617951836277214
101,0.2210252145986785
102,0.12990313453464755
103,0.19754706898673757
104,0.0665474116717072
105,0.13739778728244378
106,0.2521427659881878
107,0.09644742505909137
108,0.19285575339831373
109,0.21629700202957683
110,0.2372116968308069
111,0.21479461492555016
112,0.6854182540592489
113,0.07498965354932753
114,0.08510172522718232
115,0.14849647497713972
116,0.1121321756487624
117,0.5119578253549475
118,0.11679067232886749
119,0.13337614717263307
120,0.28842554646695573
121,0.3250279129506982
122,0.20006454988364417
123,0.17408445766878733
124,0.2248997877802812
125,0.08487254149518766
126,0.1054100342434585
127,0.07435883277119361
128,0.09407267275478691
129,0.36521485283827526
130,0.33215519067753374
131,0.18297344702140275
132,0.08017271037107995
133,0.18967753716918015
134,0.11886204477239107
135,0.27002859259444784
136,0.2747137268622629
137,0.17515735034562827
138,0.06702716496922265
139,0.10698370186407671
140,0.2950064501431753
141,0.22370644637230722
142,0.36770977050183623
143,0.2666666058534459
144,0.15542529338578956
145,0.24415503779641956
146,0.23068904745817248
147,0.20765289670852868
148,0.16034108255239982
149,0.3875782520264993
150,0.4234331573161125
151,0.24926707971028356
152,0.1056620968338091
153,0.13520005117038786
154,0.2410291427523742
155,0.15801567377432235
156,0.27010181309365344
157,0.19086523642655556
158,0.35586450181888357
159,0.07592301324598907
160,0.12090900621828701
161,0.39074180022884125
162,0.572317094350234
163,0.1389451389744611
164,0.1849609148465952
165,0.16674215788587451
166,0.22034013354288345
167,0.06265582258551079
168,0.16053093191664775
169,0.260977090545386
170,0.23033501531810394
171,0.19220444523404867
172,0.14618357981971164
173,0.25082112606060536
174,0.2787084307509373
175,0.2133523735906288
176,0.173497212986857
177,0.06654344957761145
178,0.28484330706150135
179,0.15860651794967937
180,0.09444145550750481
181,0.14274374815110258
182,0.23385898537240907
183,0.42917088706489337
184,0.21568311068667168
185,0.2726189335650088
186,0.2471317238580271
187,0.3027380090916743
188,0.27694812842094635
189,0.2848013665322784
190,0.30575382823577063
191,0.3272459492062752
192,0.18135533688381758
193,0.17266553356154685
194,0.19814559275040206
195,0.15466447502809677
196,0.15550030020019479
197,0.1354019357544039
198,0.3449825580155646
199,0.23534815199757164
200,0.1693997762081868
201,0.27929312210715845
202,0.30111870293027637
203,0.07076217926530802
204,0.1325263334373871
205,0.3632867263676581
206,0.42479357925356237
207,0.08211033118672287
208,0.1757839745399138
209,0.17438305281434693
210,0.10378015473831062
211,0.11258105511541551
212,0.23099436050404518
213,0.2877240713012209
214,0.15151290984639365
215,0.3074112586791524
216,0.09098050733092014
217,0.1586822760443674
218,0.21120979315240732
219,0.1540526172363247
220,0.17924858374038394
221,0.2569441542533227
222,0.265478628532277
223,0.13422897079966858
224,0.25711126636574416
225,0.12227255648368239
226,0.32737260605016255
227,0.31867320509876074
228,0.2734590077060779
229,0.4598210999874256
230,0.07667915925191413
231,0.14563054971613243
232,0.19530846533188065
233,0.3320430772406342
234,0.19423364611593325
235,0.1294707374637952
236,0.055291980005852816
237,0.19299696586553136
238,0.16395186844735252
239,0.1626498011668169
