session_id,target
1,0.002209772657240561
2,4.810276886490473e-09
3,1.8730428812026548e-08
4,2.354717337163551e-08
5,3.130262818593572e-05
6,0.00021846245244793266
7,0.0005479191973225368
8,0.00013226908948938315
9,0.0007951505222885172
10,0.10313570551264384
11,3.036396717246757e-05
12,8.643391477942985e-05
13,0.0004375711082804362
14,0.3576695943379398
15,5.019741965923516e-05
16,0.004008806037862915
17,0.015200474972065801
18,3.193216573785802e-05
19,0.0009340975334182845
20,2.7296231366747356e-07
21,0.06230907068532189
22,5.553895375518013e-08
23,2.8666527251500885e-05
24,0.0003385951555005182
25,0.0717812718408413
26,4.599656453194842e-09
27,0.0006277899316207168
28,3.691983955015211e-07
29,0.01456925486012568
30,0.00011074627533076307
31,0.013674473075849887
32,0.043833950889651835
33,0.0006206224030467627
34,9.343490101073576e-08
35,0.013393749740512042
36,0.0003265080616424805
37,6.200870114334983e-09
38,1.3752227496571078e-08
39,0.00011074627533076307
40,2.9997376198475825e-05
41,0.00044252731987824847
42,0.0012579918728884486
43,1.8720873408670973e-06
44,1.4062128231031355e-05
45,0.2434513629642315
46,8.731030260005783e-06
47,0.009253703111501843
48,0.0005913690969583356
49,2.510104185869735e-05
50,9.503229161840219e-06
51,1.2409292631527222e-07
52,6.010185459714304e-06
53,0.03573649530625071
54,0.0001032603144951295
55,6.148607453286289e-06
56,0.0018048167555466477
57,1.177764407329781e-06
58,1.5454863927293583e-05
59,1.5880015942141227e-05
60,6.6337514159925705e-06
61,9.052057544391616e-06
62,0.0013678644472653475
63,1.5022376886489697e-05
64,3.215820150781443e-05
65,7.0629476618929055e-06
66,1.196050115400925e-07
67,0.00019605915939344113
68,0.00015696409489623627
69,0.0914747938773972
70,0.00014673036354149232
71,0.00027195691193654365
72,1.5880015942141227e-05
73,0.030188470221897093
74,4.810276886490473e-09
75,2.8870003342734147e-05
76,0.00035996044327303773
77,0.00017104204050242197
78,0.0015257510327929985
79,7.263681748842123e-06
80,0.00012245984632552708
81,2.3606611204992316e-05
82,3.912024227276658e-05
83,3.734195489534166e-08
84,0.24980394446649845
85,1.3634819265738487e-05
86,6.214160408715071e-07
87,0.0011986815620825585
88,0.0005868132582493931
89,0.00031458444829128
90,0.018065613965204706
91,0.0001307122013280953
92,9.61608027385854e-06
93,0.03280875150514714
94,0.0008489635954386859
95,0.03878578955414906
96,3.387013773207429e-08
97,9.711030247423321e-05
98,6.852028638589564e-05
99,2.182215300111037e-05
100,0.0001011135737852739
101,0.0005103304008911219
102,0.0706681091009355
103,0.002269354866839292
104,0.002388096541074534
105,3.735633796950989e-06
106,0.0002782497093448405
107,0.00033271764486829885
108,1.9315809743743324e-05
109,1.8134691322017766e-05
110,9.30686126601188e-05
111,0.0001464486584074407
112,2.576225115077363e-07
113,0.015395430902260077
114,6.679541841283337e-06
115,0.00013015369206881443
116,0.0008127569270627112
117,0.0014485395783813315
118,0.004408159665510157
119,0.009801766858278615
120,0.0001470462794276161
121,3.8911020896175524e-05
122,0.00011074627533076307
123,0.000283655287343118
124,2.309204754881751e-05
125,0.001632452173479551
126,4.5710149850493886e-07
127,5.2260549646073645e-09
128,0.000354686272171606
129,0.0030231200318122323
130,0.001201515106675302
131,0.01316898194452964
132,0.0005479191973225368
133,0.000845436908755078
134,1.511853770885417e-06
135,6.0379794413802415e-06
136,3.215820150781443e-05
137,0.0003221876347175534
138,0.0016287815171313004
139,8.236797772263417e-07
140,0.0005440456511112023
141,3.2397897175163584e-09
142,0.0003022800015531672
143,0.0002981598163686915
144,0.0007738671509444223
145,4.810276886490473e-09
146,0.011466491573753469
147,0.0003665910706276059
148,0.0005002379162884619
149,0.00038876023466163765
150,0.061165606667674004
151,6.86864239925648e-06
152,0.02966132591436492
153,0.0016345947772931017
154,0.002593758553652777
155,1.561291162001963e-05
156,7.602471876284062e-05
157,7.62788209786645e-05
